,name,nationality,position,club,age,tackles_attemped,tackles_won,def_3rd_tackles,mid_3rd_tackles,off_3rd_tackles,dribbler_tackles_won,dribbler_tackles_attempted,dribber_tackles_success_rate,dribber_tackles_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_and_interceptions,clearances,errors_leading_to_shots,tackles_attemped_per_90,tackles_won_per_90,def_3rd_tackles_per_90,mid_3rd_tackles_per_90,off_3rd_tackles_per_90,dribbler_tackles_won_per_90,dribbler_tackles_attempted_per_90,dribber_tackles_lost_per_90,blocks_per_90,shots_blocked_per_90,passes_blocked_per_90,interceptions_per_90,tackles_and_interceptions_per_90,clearances_per_90,errors_leading_to_shots_per_90
111,Dani Cárdenas,ESP,GK,Rayo Vallecano,27.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
112,Irvin Cardona,FRA,"FW,MF",Espanyol,26.0,8,5,2,4,2,6,16,37.5,10,5,1,4,4,12,10,0,1.19,0.75,0.3,0.6,0.3,0.9,2.39,1.49,0.75,0.15,0.6,0.6,1.79,1.49,0.0
113,Marc Cardona,ESP,"FW,DF",Las Palmas,29.0,4,2,1,3,0,0,1,0.0,1,0,0,0,0,4,0,0,2.67,1.33,0.67,2.0,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.0,2.67,0.0,0.0
114,Sergi Cardona,ESP,DF,Villarreal,25.0,71,48,44,20,7,49,79,62.0,30,52,7,45,40,111,122,1,2.17,1.47,1.35,0.61,0.21,1.5,2.42,0.92,1.59,0.21,1.38,1.22,3.39,3.73,0.03
115,Johnny Cardoso,USA,MF,Betis,22.0,55,31,12,35,8,20,52,38.5,32,27,12,15,48,103,64,1,2.31,1.3,0.5,1.47,0.34,0.84,2.18,1.34,1.13,0.5,0.63,2.02,4.33,2.69,0.04
116,José Carlos González,ESP,DF,Las Palmas,18.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Carmona,ESP,DF,Sevilla,22.0,83,59,53,21,9,41,77,53.2,36,37,11,26,68,151,92,3,2.54,1.8,1.62,0.64,0.28,1.25,2.35,1.1,1.13,0.34,0.8,2.08,4.62,2.81,0.09
118,Sergio Carreira,ESP,"MF,DF",Celta Vigo,23.0,28,16,16,6,6,14,26,53.8,12,20,2,18,17,45,37,0,1.52,0.87,0.87,0.33,0.33,0.76,1.41,0.65,1.09,0.11,0.98,0.92,2.45,2.01,0.0
119,Dani Carvajal,ESP,DF,Real Madrid,32.0,12,8,7,3,2,9,12,75.0,3,8,3,5,10,22,19,1,1.76,1.18,1.03,0.44,0.29,1.32,1.76,0.44,1.18,0.44,0.74,1.47,3.24,2.79,0.15
120,William Carvalho,POR,MF,Betis,32.0,9,6,3,6,0,4,6,66.7,2,6,2,4,3,12,6,0,1.67,1.11,0.56,1.11,0.0,0.74,1.11,0.37,1.11,0.37,0.74,0.56,2.22,1.11,0.0
121,Marc Casado,ESP,MF,Barcelona,20.0,44,25,7,30,7,20,41,48.8,21,20,5,15,22,66,22,1,2.46,1.4,0.39,1.68,0.39,1.12,2.29,1.17,1.12,0.28,0.84,1.23,3.69,1.23,0.06
122,Catena,ESP,DF,Osasuna,29.0,46,28,34,10,2,27,44,61.4,17,40,25,15,35,81,221,2,1.35,0.82,0.99,0.29,0.06,0.79,1.29,0.5,1.17,0.73,0.44,1.02,2.37,6.46,0.06
123,Maximiliano Caufriez,BEL,DF,Valencia,27.0,1,1,1,0,0,1,1,100.0,0,2,1,1,1,2,4,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0
124,Dani Ceballos,ESP,MF,Real Madrid,27.0,41,21,17,18,6,20,40,50.0,20,16,4,12,14,55,10,2,3.04,1.56,1.26,1.33,0.44,1.48,2.96,1.48,1.19,0.3,0.89,1.04,4.07,0.74,0.15
125,Franco Cervi,ARG,"FW,MF",Celta Vigo,30.0,8,3,2,6,0,3,8,37.5,5,4,0,4,8,16,7,0,2.67,1.0,0.67,2.0,0.0,1.0,2.67,1.67,1.33,0.0,1.33,2.67,5.33,2.33,0.0
126,Raúl Chasco,ESP,DF,Valladolid,20.0,4,1,3,1,0,2,4,50.0,2,1,0,1,2,6,2,0,2.86,0.71,2.14,0.71,0.0,1.43,2.86,1.43,0.71,0.0,0.71,1.43,4.29,1.43,0.0
127,Pep Chavarría,ESP,"DF,FW",Rayo Vallecano,26.0,46,36,30,14,2,28,45,62.2,17,35,9,26,30,76,108,1,1.6,1.25,1.05,0.49,0.07,0.98,1.57,0.59,1.22,0.31,0.91,1.05,2.65,3.76,0.03
128,Walid Cheddira,MAR,FW,Espanyol,26.0,5,0,1,1,3,0,1,0.0,1,4,0,4,1,6,6,0,0.7,0.0,0.14,0.14,0.42,0.0,0.14,0.14,0.56,0.0,0.56,0.14,0.85,0.85,0.0
129,Chema,ESP,MF,Real Madrid,19.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
130,Julián Chicco,ARG,"MF,DF",Leganés,26.0,11,7,3,6,2,5,8,62.5,3,2,0,2,4,15,10,0,3.24,2.06,0.88,1.76,0.59,1.47,2.35,0.88,0.59,0.0,0.59,1.18,4.41,2.94,0.0
131,Chiquinho,POR,"MF,FW",Mallorca,24.0,1,0,0,1,0,0,7,0.0,7,3,0,3,2,3,0,0,0.63,0.0,0.0,0.63,0.0,0.0,4.38,4.38,1.88,0.0,1.88,1.25,1.88,0.0,0.0
132,Andreas Christensen,DEN,DF,Barcelona,28.0,6,4,4,1,1,4,4,100.0,0,2,0,2,4,10,9,0,2.14,1.43,1.43,0.36,0.36,1.43,1.43,0.0,0.71,0.0,0.71,1.43,3.57,3.21,0.0
133,Jasper Cillessen,NED,GK,Las Palmas,35.0,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,11,2,0.04,0.0,0.04,0.0,0.0,0.04,0.15,0.12,0.0,0.0,0.0,0.0,0.04,0.42,0.08
134,Pathé Ciss,SEN,"MF,DF",Rayo Vallecano,30.0,49,24,26,22,1,20,41,48.8,21,31,10,21,40,89,61,3,2.06,1.01,1.09,0.92,0.04,0.84,1.72,0.88,1.3,0.42,0.88,1.68,3.74,2.56,0.13
135,Seydouba Cissé,GUI,MF,Leganés,23.0,59,37,18,27,14,23,50,46.0,27,25,1,24,12,71,45,1,2.18,1.37,0.66,1.0,0.52,0.85,1.85,1.0,0.92,0.04,0.89,0.44,2.62,1.66,0.04
136,Silvi Clúa,ESP,MF,Girona,19.0,8,7,4,3,1,4,6,66.7,2,1,0,1,2,10,6,0,4.44,3.89,2.22,1.67,0.56,2.22,3.33,1.11,0.56,0.0,0.56,1.11,5.56,3.33,0.0
137,Eray Cömert,SUI,"DF,MF",Valladolid,26.0,24,14,15,9,0,12,21,57.1,9,28,15,13,24,48,75,2,1.21,0.71,0.76,0.45,0.0,0.61,1.06,0.45,1.41,0.76,0.66,1.21,2.42,3.79,0.1
138,Santi Comesaña,ESP,MF,Villarreal,27.0,85,49,44,32,9,42,76,55.3,34,56,22,34,19,104,56,1,2.99,1.73,1.55,1.13,0.32,1.48,2.68,1.2,1.97,0.77,1.2,0.67,3.66,1.97,0.04
139,Diego Conde,ESP,GK,Villarreal,25.0,2,2,2,0,0,2,4,50.0,2,0,0,0,1,3,9,2,0.09,0.09,0.09,0.0,0.0,0.09,0.18,0.09,0.0,0.0,0.0,0.05,0.14,0.41,0.09
140,Tomás Conechny,ARG,"FW,MF",Alavés,26.0,15,12,6,7,2,9,27,33.3,18,14,2,12,6,21,10,0,1.6,1.28,0.64,0.74,0.21,0.96,2.87,1.91,1.49,0.21,1.28,0.64,2.23,1.06,0.0
141,Copete,ESP,DF,Mallorca,24.0,29,17,18,10,1,11,12,91.7,1,24,16,8,17,46,123,2,1.71,1.0,1.06,0.59,0.06,0.65,0.71,0.06,1.41,0.94,0.47,1.0,2.71,7.24,0.12
142,Iker Córdoba,ESP,DF,Valencia,18.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
143,Ángel Correa,ARG,"FW,MF",Atlético Madrid,29.0,9,3,4,1,4,5,15,33.3,10,10,0,10,4,13,8,0,1.01,0.34,0.45,0.11,0.45,0.56,1.69,1.12,1.12,0.0,1.12,0.45,1.46,0.9,0.0
144,Thierry Correia,POR,DF,Valencia,25.0,27,18,19,5,3,13,23,56.5,10,10,1,9,4,31,18,0,3.18,2.12,2.24,0.59,0.35,1.53,2.71,1.18,1.18,0.12,1.06,0.47,3.65,2.12,0.0
145,Coba da Costa,ESP,"MF,FW",Getafe,22.0,29,13,9,16,4,13,26,50.0,13,24,0,24,8,37,10,0,2.59,1.16,0.8,1.43,0.36,1.16,2.32,1.16,2.14,0.0,2.14,0.71,3.3,0.89,0.0
146,Logan Costa,CPV,DF,Villarreal,23.0,38,21,25,12,1,24,29,82.8,5,25,14,11,21,59,115,2,1.32,0.73,0.87,0.42,0.03,0.84,1.01,0.17,0.87,0.49,0.38,0.73,2.06,4.01,0.07
147,Samu Costa,POR,MF,Mallorca,23.0,90,44,45,42,3,35,79,44.3,44,48,15,33,32,122,85,1,3.06,1.5,1.53,1.43,0.1,1.19,2.69,1.5,1.63,0.51,1.12,1.09,4.15,2.89,0.03
148,Thibaut Courtois,BEL,GK,Real Madrid,32.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.5,0.03
149,Juan Cruz Armada,ESP,DF,Osasuna,32.0,26,14,11,13,2,15,24,62.5,9,15,4,11,9,35,68,0,1.57,0.84,0.66,0.78,0.12,0.9,1.45,0.54,0.9,0.24,0.66,0.54,2.11,4.1,0.0
150,Juan Cruz,ESP,"FW,MF",Leganés,24.0,32,19,14,16,2,17,35,48.6,18,18,2,16,13,45,31,0,1.27,0.76,0.56,0.64,0.08,0.68,1.39,0.72,0.72,0.08,0.64,0.52,1.79,1.24,0.0
151,Pau Cubarsí,ESP,DF,Barcelona,17.0,34,23,21,10,3,19,30,63.3,11,12,9,3,16,50,86,1,1.17,0.79,0.72,0.34,0.1,0.65,1.03,0.38,0.41,0.31,0.1,0.55,1.72,2.96,0.03
152,Cucho,COL,FW,Betis,25.0,15,10,2,5,8,6,11,54.5,5,13,1,12,7,22,4,0,1.18,0.79,0.16,0.39,0.63,0.47,0.87,0.39,1.02,0.08,0.94,0.55,1.73,0.31,0.0
153,Arnaut Danjuma,NED,FW,Villarreal,27.0,2,1,0,1,1,0,1,0.0,1,1,0,1,0,2,0,0,0.91,0.45,0.0,0.45,0.45,0.0,0.45,0.45,0.45,0.0,0.45,0.0,0.91,0.0,0.0
154,Arnaut Danjuma,NED,"FW,MF",Girona,27.0,8,6,3,3,2,2,7,28.6,5,5,1,4,2,10,4,0,0.54,0.41,0.2,0.2,0.14,0.14,0.47,0.34,0.34,0.07,0.27,0.14,0.68,0.27,0.0
155,Sergi Darder,ESP,"MF,FW",Mallorca,30.0,40,26,15,16,9,17,46,37.0,29,19,1,18,16,56,23,1,1.31,0.85,0.49,0.52,0.3,0.56,1.51,0.95,0.62,0.03,0.59,0.52,1.84,0.75,0.03
156,Rodrigo De Paul,ARG,MF,Atlético Madrid,30.0,33,26,12,16,5,14,33,42.4,19,25,2,23,6,39,15,3,1.41,1.11,0.51,0.68,0.21,0.6,1.41,0.81,1.07,0.09,0.98,0.26,1.67,0.64,0.13
157,Mouctar Diakhaby,GUI,DF,Valencia,27.0,8,3,8,0,0,4,6,66.7,2,8,6,2,11,19,56,0,1.1,0.41,1.1,0.0,0.0,0.55,0.82,0.27,1.1,0.82,0.27,1.51,2.6,7.67,0.0
158,Assane Diao,SEN,FW,Betis,18.0,5,3,1,3,1,4,9,44.4,5,3,0,3,0,5,3,0,1.61,0.97,0.32,0.97,0.32,1.29,2.9,1.61,0.97,0.0,0.97,0.0,1.61,0.97,0.0
159,Moussa Diarra,MLI,DF,Alavés,23.0,40,24,19,18,3,17,29,58.6,12,15,5,10,21,61,46,1,1.93,1.16,0.92,0.87,0.14,0.82,1.4,0.58,0.72,0.24,0.48,1.01,2.95,2.22,0.05
160,Brahim Díaz,MAR,"FW,MF",Real Madrid,24.0,25,19,9,13,3,7,19,36.8,12,16,1,15,4,29,2,1,1.62,1.23,0.58,0.84,0.19,0.45,1.23,0.78,1.04,0.06,0.97,0.26,1.88,0.13,0.06
161,Daniel Díaz,ESP,MF,Real Sociedad,18.0,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0
162,Pedro Díaz,ESP,MF,Rayo Vallecano,26.0,23,15,7,14,2,14,41,34.1,27,16,0,16,7,30,7,1,1.7,1.11,0.52,1.04,0.15,1.04,3.04,2.0,1.19,0.0,1.19,0.52,2.22,0.52,0.07
163,Diego,ESP,FW,Leganés,24.0,1,1,0,0,1,1,7,14.3,6,4,1,3,2,3,11,0,0.08,0.08,0.0,0.0,0.08,0.08,0.53,0.45,0.3,0.08,0.23,0.15,0.23,0.83,0.0
164,Stole Dimitrievski,MKD,GK,Valencia,30.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25
165,Yan Diomandé,CIV,"MF,FW",Leganés,17.0,14,9,1,8,5,5,15,33.3,10,8,0,8,8,22,6,0,2.3,1.48,0.16,1.31,0.82,0.82,2.46,1.64,1.31,0.0,1.31,1.31,3.61,0.98,0.0
166,Álvaro djaló,ESP,FW,Athletic Club,24.0,8,5,3,2,3,1,3,33.3,2,4,0,4,1,9,4,0,1.1,0.68,0.41,0.27,0.41,0.14,0.41,0.27,0.55,0.0,0.55,0.14,1.23,0.55,0.0
167,Djené,TOG,"DF,MF",Getafe,32.0,25,13,12,11,2,12,32,37.5,20,18,8,10,21,46,107,3,0.88,0.46,0.42,0.39,0.07,0.42,1.13,0.71,0.64,0.28,0.35,0.74,1.63,3.78,0.11
168,Marko Dmitrović,SRB,GK,Leganés,32.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,27,3,0.03,0.03,0.03,0.0,0.0,0.03,0.06,0.03,0.0,0.0,0.0,0.0,0.03,0.84,0.09
169,Marc Domenech,ESP,"FW,MF",Mallorca,18.0,4,4,2,1,1,2,5,40.0,3,2,0,2,0,4,2,0,1.18,1.18,0.59,0.29,0.29,0.59,1.47,0.88,0.59,0.0,0.59,0.0,1.18,0.59,0.0
170,Carlos Dominguez,ESP,DF,Celta Vigo,23.0,23,11,14,9,0,15,21,71.4,6,16,11,5,13,36,80,1,1.76,0.84,1.07,0.69,0.0,1.15,1.6,0.46,1.22,0.84,0.38,0.99,2.75,6.11,0.08
171,Israel Domínguez,ESP,FW,Sevilla,21.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Sergi Dominguez,ESP,DF,Barcelona,19.0,1,1,1,0,0,0,0,,0,0,0,0,3,4,7,0,0.53,0.53,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,2.11,3.68,0.0
173,Anastasios Douvikas,GRE,FW,Celta Vigo,24.0,9,4,2,6,1,3,6,50.0,3,5,2,3,3,12,6,0,1.15,0.51,0.26,0.77,0.13,0.38,0.77,0.38,0.64,0.26,0.38,0.38,1.54,0.77,0.0
174,Domingos Duarte,POR,DF,Getafe,29.0,28,15,22,4,2,17,21,81.0,4,28,16,12,18,46,152,1,1.35,0.72,1.06,0.19,0.1,0.82,1.01,0.19,1.35,0.77,0.58,0.87,2.22,7.34,0.05
175,Duk,CPV,"MF,FW",Leganés,24.0,8,4,3,3,2,3,5,60.0,2,4,0,4,1,9,2,0,4.0,2.0,1.5,1.5,1.0,1.5,2.5,1.0,2.0,0.0,2.0,0.5,4.5,1.0,0.0
176,Pablo Durán,ESP,"FW,MF",Celta Vigo,23.0,17,9,4,7,6,5,16,31.3,11,12,3,9,8,25,18,0,1.1,0.58,0.26,0.45,0.39,0.32,1.03,0.71,0.77,0.19,0.58,0.52,1.61,1.16,0.0
177,Hugo Duro,ESP,FW,Valencia,24.0,13,8,4,7,2,5,13,38.5,8,11,2,9,10,23,11,0,0.54,0.33,0.17,0.29,0.08,0.21,0.54,0.33,0.46,0.08,0.37,0.41,0.95,0.46,0.0
178,Chidera Ejuke,NGA,FW,Sevilla,26.0,19,13,8,9,2,9,20,45.0,11,12,0,12,5,24,8,0,1.78,1.21,0.75,0.84,0.19,0.84,1.87,1.03,1.12,0.0,1.12,0.47,2.24,0.75,0.0
179,Aritz Elustondo,ESP,DF,Real Sociedad,30.0,20,11,15,3,2,11,19,57.9,8,17,12,5,11,31,96,0,1.23,0.68,0.93,0.19,0.12,0.68,1.17,0.49,1.05,0.74,0.31,0.68,1.91,5.93,0.0
180,Adri Embarba,ESP,"FW,MF",Rayo Vallecano,32.0,41,20,17,17,7,18,47,38.3,29,18,1,17,13,54,14,2,2.29,1.12,0.95,0.95,0.39,1.01,2.63,1.62,1.01,0.06,0.95,0.73,3.02,0.78,0.11
181,Endrick,BRA,FW,Real Madrid,18.0,1,1,1,0,0,1,3,33.3,2,0,0,0,4,5,1,0,0.25,0.25,0.25,0.0,0.0,0.25,0.75,0.5,0.0,0.0,0.0,1.0,1.25,0.25,0.0
182,Alfonso Espino,URU,DF,Rayo Vallecano,32.0,41,24,31,8,2,26,47,55.3,21,19,6,13,12,53,32,1,4.41,2.58,3.33,0.86,0.22,2.8,5.05,2.26,2.04,0.65,1.4,1.29,5.7,3.44,0.11
183,Dario Essugo,POR,MF,Las Palmas,19.0,59,45,28,26,5,28,46,60.9,18,28,11,17,42,101,47,7,2.74,2.09,1.3,1.21,0.23,1.3,2.14,0.84,1.3,0.51,0.79,1.95,4.7,2.19,0.33
184,Etienne Eto'o,CMR,FW,Rayo Vallecano,21.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0
185,Karl Etta,CMR,"MF,FW",Villarreal,20.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0
186,Edu Expósito,ESP,MF,Espanyol,27.0,23,13,9,13,1,9,23,39.1,14,3,0,3,15,38,21,2,1.98,1.12,0.78,1.12,0.09,0.78,1.98,1.21,0.26,0.0,0.26,1.29,3.28,1.81,0.17
187,Abde Ezzalzouli,MAR,"FW,MF",Betis,22.0,37,25,17,16,4,15,27,55.6,12,22,3,19,7,44,19,0,1.68,1.14,0.77,0.73,0.18,0.68,1.23,0.55,1.0,0.14,0.86,0.32,2.0,0.86,0.0
188,Ansu Fati,ESP,FW,Barcelona,21.0,4,1,0,2,2,1,2,50.0,1,1,0,1,1,5,0,1,1.54,0.38,0.0,0.77,0.77,0.38,0.77,0.38,0.38,0.0,0.38,0.38,1.92,0.0,0.38
189,Nabil Fekir,FRA,MF,Betis,31.0,3,2,1,1,1,1,2,50.0,1,2,0,2,0,3,0,0,1.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0,1.5,0.0,0.0
190,Kiko Femenía,ESP,DF,Villarreal,33.0,50,34,34,14,2,33,57,57.9,24,21,10,11,40,90,62,3,2.02,1.38,1.38,0.57,0.08,1.34,2.31,0.97,0.85,0.4,0.45,1.62,3.64,2.51,0.12
191,Aitor Fernández,ESP,GK,Osasuna,33.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
192,Álvaro Fernández,ESP,GK,Sevilla,26.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.84,0.0
193,Pelayo Fernandez,ESP,DF,Rayo Vallecano,21.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.82,8.18,0.0
194,Roberto Férnandez,ESP,FW,Espanyol,22.0,4,4,2,1,1,0,5,0.0,5,9,1,8,3,7,26,0,0.24,0.24,0.12,0.06,0.06,0.0,0.3,0.3,0.54,0.06,0.48,0.18,0.42,1.57,0.0
195,Valery Fernández,ESP,"MF,FW",Mallorca,24.0,8,7,3,2,3,5,7,71.4,2,3,1,2,0,8,1,0,2.35,2.06,0.88,0.59,0.88,1.47,2.06,0.59,0.88,0.29,0.59,0.0,2.35,0.29,0.0
196,André Ferreira,POR,GK,Valladolid,28.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33
197,Mateo Flores,ESP,MF,Betis,20.0,3,1,3,0,0,1,1,100.0,0,1,0,1,2,5,3,0,1.76,0.59,1.76,0.0,0.0,0.59,0.59,0.0,0.59,0.0,0.59,1.18,2.94,1.76,0.0
198,Pablo Fornals,ESP,"MF,FW",Betis,28.0,21,13,12,6,3,10,30,33.3,20,24,4,20,23,44,15,1,1.03,0.64,0.59,0.3,0.15,0.49,1.48,0.99,1.18,0.2,0.99,1.13,2.17,0.74,0.05
199,Héctor Fort,ESP,DF,Barcelona,17.0,13,8,6,4,3,10,16,62.5,6,12,0,12,6,19,16,0,2.0,1.23,0.92,0.62,0.46,1.54,2.46,0.92,1.85,0.0,1.85,0.92,2.92,2.46,0.0
200,Dimitri Foulquier,FRA,DF,Valencia,31.0,48,31,29,13,6,24,36,66.7,12,21,5,16,16,64,86,1,1.88,1.22,1.14,0.51,0.24,0.94,1.41,0.47,0.82,0.2,0.63,0.63,2.51,3.37,0.04
201,Juan Foyth,ARG,DF,Villarreal,26.0,25,15,15,6,4,11,16,68.8,5,26,17,9,19,44,119,3,1.48,0.89,0.89,0.36,0.24,0.65,0.95,0.3,1.54,1.01,0.53,1.12,2.6,7.04,0.18
202,Fran,ESP,GK,Real Madrid,19.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
203,Alejandro Francés,ESP,DF,Girona,21.0,36,24,22,13,1,28,40,70.0,12,17,8,9,17,53,52,0,2.77,1.85,1.69,1.0,0.08,2.15,3.08,0.92,1.31,0.62,0.69,1.31,4.08,4.0,0.0
204,Enric Franquesa,ESP,"DF,FW",Leganés,27.0,17,9,9,6,2,9,13,69.2,4,7,1,6,5,22,12,0,2.5,1.32,1.32,0.88,0.29,1.32,1.91,0.59,1.03,0.15,0.88,0.74,3.24,1.76,0.0
205,Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,27.0,37,21,16,13,8,14,46,30.4,32,22,0,22,19,56,24,1,1.34,0.76,0.58,0.47,0.29,0.51,1.66,1.16,0.79,0.0,0.79,0.69,2.02,0.87,0.04
206,Darío Fuentes,ESP,DF,Sevilla,21.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Manuel Fuster,ESP,"FW,MF",Las Palmas,26.0,19,11,5,8,6,15,28,53.6,13,13,3,10,4,23,17,0,1.71,0.99,0.45,0.72,0.54,1.35,2.52,1.17,1.17,0.27,0.9,0.36,2.07,1.53,0.0
208,Javi Galán,ESP,DF,Atlético Madrid,29.0,51,31,31,15,5,25,49,51.0,24,13,3,10,12,63,47,0,2.58,1.57,1.57,0.76,0.25,1.26,2.47,1.21,0.66,0.15,0.51,0.61,3.18,2.37,0.0
209,Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,30.0,36,22,11,17,8,20,31,64.5,11,11,4,7,16,52,14,2,2.2,1.34,0.67,1.04,0.49,1.22,1.89,0.67,0.67,0.24,0.43,0.98,3.17,0.85,0.12
210,Conor Gallagher,ENG,MF,Atlético Madrid,24.0,45,32,16,19,10,22,49,44.9,27,23,5,18,20,65,23,0,2.49,1.77,0.88,1.05,0.55,1.22,2.71,1.49,1.27,0.28,0.99,1.1,3.59,1.27,0.0
211,Facundo Garcés,ARG,DF,Alavés,24.0,6,2,4,2,0,3,5,60.0,2,8,6,2,5,11,51,0,0.8,0.27,0.53,0.27,0.0,0.4,0.67,0.27,1.07,0.8,0.27,0.67,1.47,6.8,0.0
212,Álvaro García,ESP,"FW,MF",Rayo Vallecano,31.0,33,24,19,8,6,12,31,38.7,19,31,0,31,32,65,42,1,1.16,0.85,0.67,0.28,0.21,0.42,1.09,0.67,1.09,0.0,1.09,1.13,2.29,1.48,0.04
213,Eric García,ESP,"DF,MF",Barcelona,23.0,38,21,11,24,3,20,29,69.0,9,24,8,16,14,52,41,0,2.18,1.21,0.63,1.38,0.17,1.15,1.67,0.52,1.38,0.46,0.92,0.8,2.99,2.36,0.0
214,Fran Garcia,ESP,DF,Real Madrid,24.0,51,36,29,16,6,28,51,54.9,23,27,5,22,28,79,67,1,2.12,1.49,1.2,0.66,0.25,1.16,2.12,0.95,1.12,0.21,0.91,1.16,3.28,2.78,0.04
215,Gonzalo García,ESP,"FW,DF",Real Madrid,20.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,1.67,0.0,0.0,0.0,0.0
216,Joan García,ESP,GK,Espanyol,23.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,18,4,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.03,0.0,0.0,0.47,0.11
217,Pablo Garcia,ESP,FW,Betis,17.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0
218,Rubén García,ESP,"FW,MF",Osasuna,31.0,52,31,20,21,11,26,60,43.3,34,37,3,34,15,67,34,1,1.94,1.16,0.75,0.78,0.41,0.97,2.24,1.27,1.38,0.11,1.27,0.56,2.5,1.27,0.04
219,Unai García,ESP,DF,Osasuna,32.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,1.43,0.0,0.0,1.43,0.0
220,Yarek Gasiorowski,ESP,DF,Valencia,19.0,19,16,16,3,0,9,13,69.2,4,17,6,11,26,45,60,0,1.81,1.52,1.52,0.29,0.0,0.86,1.24,0.38,1.62,0.57,1.05,2.48,4.29,5.71,0.0
221,Gavi,ESP,"MF,FW",Barcelona,19.0,30,21,10,15,5,15,26,57.7,11,14,1,13,10,40,7,0,2.48,1.74,0.83,1.24,0.41,1.24,2.15,0.91,1.16,0.08,1.07,0.83,3.31,0.58,0.0
